unique_id,date,title,company,type,experience,salary,interview_difficulty
134289267866160,2022-11-30,mechanic,Siemens,non-Tech,2,96448,69.18
134289267866208,2022-03-07,trainee,Boeing,non-Tech,3,88049,94.25
134289267866256,2022-08-26,database engineer,Apple,Tech,2,72798,85.38
134289267866304,2022-08-28,designer,Boeing,non-Tech,2,79953,64.1
134289267866352,2022-08-03,designer,Boeing,non-Tech,4,89650,61.02
134289267866400,2022-08-27,trainee,Boeing,non-Tech,2,75674,70.16
134289267866448,2022-06-27,devops engineer,Apple,Tech,2,81202,70.95
134289267866496,,trainee,Boeing,non-Tech,2,88510,73.93
134289267866544,,mechanic,Boeing,non-Tech,3,,84.27
134289267866592,2022-10-07,mechanic,Siemens,non-Tech,1,82851,62.87
134289267866640,2022-08-23,trainee,Siemens,non-Tech,2,75500,75.29
134289267866688,2022-07-11,trainee,Siemens,non-Tech,2,89676,65.26
134289267866736,2022-10-09,mechanic,Boeing,non-Tech,1,93548,68.82
134289267866784,2022-12-05,mechanic,Boeing,non-Tech,2,60963,89.89
134289267866832,2022-12-10,eletrician,Siemens,non-Tech,5,73622,78.06
134289267866880,2022-06-18,trainee,Siemens,non-Tech,3,95805,75.12
134289267866928,2022-11-27,trainee,Boeing,non-Tech,,62268,73.02
134289267866976,2022-10-02,eletrician,Siemens,non-Tech,2,93154,71.79
134289267867024,2022-12-17,eletrician,Siemens,non-Tech,2,73011,84.23
134289267867072,2022-06-15,devops engineer,Apple,Tech,3,85973,85.49
134289267867120,2022-11-30,trainee,Boeing,non-Tech,2,72983,65.34
134289267867168,2022-11-24,devops engineer,Apple,Tech,1,75017,94.56
134289267867216,2022-11-18,eletrician,Siemens,non-Tech,2,74791,62.24
134289267867264,2022-07-15,mechanic,Boeing,non-Tech,2,,73.81
134289267867312,,trainee,Boeing,non-Tech,1,81065,88.12
134289267867360,2022-12-31,platform engineer,Apple,Tech,2,87607,
134289267867408,2022-11-26,mechanic,Siemens,non-Tech,2,95352,73.51
134289267867456,2022-10-31,trainee,Boeing,non-Tech,3,77073,85.6
134289267867504,2022-08-17,mechanic,Boeing,non-Tech,2,92790,86.09
134289267867552,2022-11-22,mechanic,Siemens,non-Tech,1,98705,91.75
134289267867600,2022-09-02,platform engineer,Apple,Tech,2,89789,65.58
134289275093056,2022-06-24,devops engineer,Apple,Tech,4,88493,83.44
134289275093104,,platform engineer,Apple,Tech,1,67419,71.69
134289275093152,2022-08-18,devops engineer,Apple,Tech,2,90787,89.44
134289275093200,2022-11-11,mechanic,Boeing,non-Tech,1,94822,78.72
134289275093248,2022-12-04,devops engineer,Apple,Tech,1,68235,97.43
134289275093296,2022-10-23,mechanic,Boeing,non-Tech,1,87843,
134289275093344,2022-08-13,trainee,Boeing,non-Tech,1,69127,80.85
134289275093392,2022-12-09,designer,Boeing,non-Tech,2,97178,74.07
134289275093440,2022-04-23,trainee,Boeing,non-Tech,2,73390,79.65
134289275093488,2022-06-23,mechanic,Siemens,non-Tech,4,84173,77.61
134289275093536,,eletrician,Siemens,non-Tech,3,70996,92.69
134289275093584,2022-12-14,trainee,Siemens,non-Tech,2,68923,75.45
134289275093632,2022-05-28,designer,Boeing,non-Tech,2,80731,65.88
134289275093680,2022-12-02,eletrician,Siemens,non-Tech,1,98726,67.63
134289275093728,2022-08-04,mechanic,Siemens,non-Tech,3,84856,60.76
134289275093776,2022-12-04,trainee,Boeing,non-Tech,2,73219,89.38
134289275093824,2022-05-26,platform engineer,Apple,Tech,1,83816,78.63
134289275093872,2022-08-17,eletrician,Siemens,non-Tech,2,65729,76.5
134289275093920,2022-09-14,mechanic,Siemens,non-Tech,2,86580,78.46
134289275093968,2022-12-19,designer,Boeing,non-Tech,1,69695,93.9
134289275094016,2022-10-19,platform engineer,Apple,Tech,2,71390,81.79
134289275094064,2022-09-25,designer,Boeing,non-Tech,2,78520,97.23
134289275094112,2022-10-30,eletrician,Siemens,non-Tech,3,86550,88.58
134289275094160,2022-03-06,database engineer,Apple,Tech,2,78792,73.82
134289275094208,2022-11-13,eletrician,Siemens,non-Tech,2,63506,77.9
134289275094256,2022-06-16,platform engineer,Apple,Tech,2,85136,70.13
134289275094304,2022-08-27,eletrician,Siemens,non-Tech,2,69978,82.06
134289275094352,,database engineer,Apple,Tech,3,83910,72.53
134289275094400,2022-11-18,designer,Boeing,non-Tech,1,63634,83.03
134289275094448,2022-08-16,database engineer,Apple,Tech,2,83657,88.94
134289275094496,2022-08-07,platform engineer,Apple,Tech,2,98718,94.47
134289275094544,2022-12-28,database engineer,Apple,Tech,1,94335,77.67
134289275094592,2022-09-11,designer,Boeing,non-Tech,2,85341,81.28
134289275094640,2022-11-23,devops engineer,Apple,Tech,2,86802,88.9
134289275094688,2022-11-26,database engineer,Apple,Tech,2,78240,65.28
134289275094736,2022-12-09,mechanic,Siemens,non-Tech,2,76800,85.81
134289275094784,2022-09-05,designer,Boeing,non-Tech,1,64460,88.36
134289275094832,2022-10-14,mechanic,Boeing,non-Tech,3,84709,60.54
134289275094880,2022-09-28,database engineer,Apple,Tech,3,89972,92.93
134289275094928,2022-12-09,trainee,Siemens,non-Tech,2,73960,86.36
134289275094976,2022-07-22,database engineer,Apple,Tech,2,90647,77.73
134289275095024,2022-10-12,designer,Boeing,non-Tech,2,80385,95.64
134289275095072,2022-07-28,mechanic,Siemens,non-Tech,2,83655,96.26
134289275095120,2022-09-05,platform engineer,Apple,Tech,2,87863,71.66
134289275095168,2022-11-11,trainee,Boeing,non-Tech,1,84981,88.2
134289275095216,2022-11-26,eletrician,Siemens,non-Tech,3,69045,93.2
134289275095264,2022-09-17,mechanic,Boeing,non-Tech,2,72244,92.33
134289275095312,2022-10-21,trainee,Siemens,non-Tech,2,65946,77.07
134289275095360,2022-12-28,designer,Boeing,non-Tech,3,70388,81.21
134289275095408,2022-12-04,platform engineer,Apple,Tech,3,71109,97.74
134289275095456,2022-12-08,platform engineer,Apple,Tech,3,88332,84.45
134289275095504,2022-08-23,devops engineer,Apple,Tech,,,82.78
134289275095552,2022-05-16,trainee,Siemens,non-Tech,2,70927,79.61
134289275095600,2022-10-15,platform engineer,Apple,Tech,3,90597,93.26
134289275095648,2022-12-27,trainee,Siemens,non-Tech,4,69334,79.99
134289275095696,2022-12-18,mechanic,Siemens,non-Tech,2,83737,61.35
134289275095744,2022-12-11,mechanic,Siemens,non-Tech,1,75458,
134289275095792,2022-12-10,trainee,Boeing,non-Tech,1,81853,86.27
134289275095840,2022-10-25,mechanic,Boeing,non-Tech,1,79457,77.12
134289275095888,2022-10-22,devops engineer,Apple,Tech,4,99518,
134289275095936,2022-11-19,mechanic,Siemens,non-Tech,4,71267,89.1
134289275095984,2022-12-18,mechanic,Siemens,non-Tech,1,78543,89.43
134289275096032,2022-07-29,trainee,Boeing,non-Tech,3,87160,66.99
134289275096080,2022-05-21,trainee,Siemens,non-Tech,2,75735,65.0
134289275096128,2022-10-07,mechanic,Siemens,non-Tech,3,91595,78.71
134289275096176,2022-10-20,devops engineer,Apple,Tech,2,80254,67.66
134289275096224,2022-09-06,platform engineer,Apple,Tech,2,65607,87.22
134289275096272,2022-11-09,database engineer,Apple,Tech,2,,63.49
134289275096320,2022-09-15,mechanic,Boeing,non-Tech,4,99326,69.62
134289275096368,2022-11-23,devops engineer,Apple,Tech,1,74926,97.86
134289275096416,2022-12-16,mechanic,Siemens,non-Tech,1,67754,83.95
134289275096464,2022-12-29,trainee,Siemens,non-Tech,3,,71.4
134289275096512,2022-12-11,trainee,Boeing,non-Tech,2,66557,69.8
134289275096560,2022-11-25,designer,Boeing,non-Tech,2,68683,84.35
134289275096608,2022-10-19,mechanic,Siemens,non-Tech,3,,95.67
134289275096656,2022-11-07,mechanic,Boeing,non-Tech,3,74507,78.33
134289275096704,2022-10-01,database engineer,Apple,Tech,2,68714,74.91
134289275096752,2022-12-19,mechanic,Siemens,non-Tech,1,78222,86.32
134289275096800,2022-12-04,database engineer,Apple,Tech,1,89349,90.2
134289275096848,2022-11-30,devops engineer,Apple,Tech,,90345,83.17
134289275096896,2022-08-25,eletrician,Siemens,non-Tech,4,76461,96.68
134289275096944,2022-12-25,database engineer,Apple,Tech,1,61999,80.11
134289275096992,2022-08-23,platform engineer,Apple,Tech,2,89309,81.16
134289275097040,2022-10-13,platform engineer,Apple,Tech,4,71564,99.96
134289275097088,2022-11-01,eletrician,Siemens,non-Tech,1,85815,77.32
134289275097136,2022-12-31,trainee,Siemens,non-Tech,2,69808,66.4
134289275097184,2022-04-23,platform engineer,Apple,Tech,1,81587,78.19
134289275097232,2022-08-13,trainee,Boeing,non-Tech,1,74293,91.45
134289275097280,2022-07-20,database engineer,Apple,Tech,1,,68.33
134289275097328,2022-11-27,platform engineer,Apple,Tech,2,71703,90.86
134289275097376,2022-12-09,mechanic,Boeing,non-Tech,2,77417,66.59
134289275097424,2022-10-04,database engineer,Apple,Tech,2,87131,76.59
134289275097472,2022-12-29,database engineer,Apple,Tech,2,67072,79.1
134289275097520,2022-09-07,mechanic,Boeing,non-Tech,1,63893,71.85
134289275097568,2022-10-21,devops engineer,Apple,Tech,2,97842,82.33
134289275097616,2022-11-03,trainee,Boeing,non-Tech,1,82977,94.77
134289275097664,2022-12-17,mechanic,Siemens,non-Tech,2,74413,81.69
134289275097712,2022-11-30,mechanic,Boeing,non-Tech,1,95670,78.83
134289275097760,2022-11-05,database engineer,Apple,Tech,2,71965,95.36
134289275097808,2022-11-25,mechanic,Siemens,non-Tech,2,84459,64.41
134289275097856,2022-11-10,trainee,Boeing,non-Tech,1,85638,75.68
134289275097904,2022-12-20,mechanic,Boeing,non-Tech,3,71521,70.53
134289275097952,2022-11-18,eletrician,Siemens,non-Tech,2,77895,82.6
134289275098000,2022-05-31,mechanic,Boeing,non-Tech,2,67703,88.8
134289275098048,,mechanic,Boeing,non-Tech,1,71857,76.68
134289275098096,2022-12-06,database engineer,Apple,Tech,3,,73.68
134289275098144,2022-12-16,mechanic,Siemens,non-Tech,2,94800,75.69
134289275098192,2022-03-18,eletrician,Siemens,non-Tech,3,87028,95.27
134289275098240,2022-10-07,database engineer,Apple,Tech,1,72312,92.82
134289275098288,,designer,Boeing,non-Tech,2,85830,66.25
134289275098336,2022-12-14,trainee,Boeing,non-Tech,2,93418,78.98
134289275098384,2022-11-15,eletrician,Siemens,non-Tech,1,84250,61.5
134289275098432,2022-12-01,platform engineer,Apple,Tech,1,75649,89.99
134289275098480,2022-12-26,platform engineer,Apple,Tech,2,60548,74.67
134289275098528,2022-09-17,mechanic,Siemens,non-Tech,3,72443,93.31
134289275098576,2022-12-09,platform engineer,Apple,Tech,2,91790,97.77
134289275098624,2022-10-17,mechanic,Boeing,non-Tech,2,84279,88.12
134289275098672,2022-11-04,trainee,Boeing,non-Tech,3,80775,74.76
134289275098720,2022-11-16,mechanic,Siemens,non-Tech,3,,78.81
134289275098768,2022-12-30,mechanic,Boeing,non-Tech,2,80125,82.17
134289275098816,2022-11-15,mechanic,Siemens,non-Tech,2,92636,72.68
134289275098864,2022-08-10,database engineer,Apple,Tech,2,80094,81.27
134289275098912,2022-09-06,platform engineer,Apple,Tech,3,73071,79.66
134289275098960,2022-08-10,eletrician,Siemens,non-Tech,1,82216,62.96
134289275099008,2022-11-27,designer,Boeing,non-Tech,1,85310,86.37
134289275099056,2022-08-12,mechanic,Siemens,non-Tech,2,85820,89.56
134289275099104,2022-10-01,designer,Boeing,non-Tech,2,90653,83.47
134289275099152,2022-11-22,trainee,Siemens,non-Tech,1,64899,66.63
134289275099200,2022-11-14,platform engineer,Apple,Tech,1,75299,83.19
134289275099248,2022-11-29,mechanic,Siemens,non-Tech,2,79306,84.75
134289275099296,2022-10-14,trainee,Boeing,non-Tech,,92680,87.64
134289275099344,2022-11-26,database engineer,Apple,Tech,2,,84.53
134289275099392,2022-09-29,mechanic,Siemens,non-Tech,,90451,73.97
134289275099440,2022-10-05,eletrician,Siemens,non-Tech,1,74738,90.57
134289275099488,2022-05-02,eletrician,Siemens,non-Tech,1,82530,66.7
134289275099536,2022-11-12,trainee,Boeing,non-Tech,,68338,95.14
134289275099584,2022-07-16,trainee,Siemens,non-Tech,1,96167,86.06
134289275099632,2022-06-20,mechanic,Siemens,non-Tech,2,89265,75.32
134289275099680,2022-08-14,trainee,Boeing,non-Tech,,81456,65.79
134289275099728,,eletrician,Siemens,non-Tech,2,,78.43
134289275099776,2022-12-20,designer,Boeing,non-Tech,1,84689,83.14
134289275099824,2022-12-14,trainee,Siemens,non-Tech,1,82112,85.11
134289275099872,2022-08-26,platform engineer,Apple,Tech,1,83929,84.22
134289275099920,2022-12-06,database engineer,Apple,Tech,2,81398,88.93
134289275099968,2022-12-13,trainee,Siemens,non-Tech,2,88397,64.04
134289275100016,2022-11-30,eletrician,Siemens,non-Tech,1,63897,87.29
134289275100064,2022-09-24,platform engineer,Apple,Tech,1,69795,84.38
134289275100112,2022-10-05,mechanic,Boeing,non-Tech,4,79233,67.05
134289275100160,2022-04-26,trainee,Boeing,non-Tech,2,90615,83.49
134289275100208,2022-10-10,mechanic,Siemens,non-Tech,2,73121,62.8
134289275100256,2022-12-02,database engineer,Apple,Tech,3,77962,73.82
134289275100304,2022-12-27,eletrician,Siemens,non-Tech,2,88112,90.39
134289275100352,2022-10-06,database engineer,Apple,Tech,2,,
134289275100400,2022-10-29,platform engineer,Apple,Tech,3,98028,75.97
134289275100448,2022-10-11,eletrician,Siemens,non-Tech,2,73797,79.49
134289275100496,2022-12-23,platform engineer,Apple,Tech,3,75301,72.97
134289275100544,2022-12-15,trainee,Siemens,non-Tech,1,86311,93.54
134289275100592,2022-05-17,mechanic,Boeing,non-Tech,2,,78.13
134289275100640,2022-09-08,trainee,Boeing,non-Tech,1,85252,69.97
134289275100688,2022-12-04,mechanic,Siemens,non-Tech,4,85276,91.59
134289275100736,2022-08-20,eletrician,Siemens,non-Tech,1,73405,82.66
134289275100784,2022-09-22,mechanic,Siemens,non-Tech,,74547,80.76
134289275100832,2022-09-11,platform engineer,Apple,Tech,1,83501,65.48
134289275100880,2022-10-21,trainee,Siemens,non-Tech,4,72669,90.04
134289275100928,2022-11-07,trainee,Siemens,non-Tech,1,78890,72.04
134289275100976,2022-12-29,devops engineer,Apple,Tech,2,79624,81.94
134289275101024,2022-11-03,designer,Boeing,non-Tech,2,64241,81.16
134289275101072,2022-10-20,mechanic,Boeing,non-Tech,2,96291,81.0
134289275101120,2022-09-26,mechanic,Siemens,non-Tech,3,62585,85.42
134289275101168,2022-10-24,trainee,Siemens,non-Tech,4,66468,70.08
134289275101216,,trainee,Siemens,non-Tech,1,83908,89.61
134289275101264,2022-08-28,platform engineer,Apple,Tech,1,65130,81.67
134289275101312,2022-09-10,trainee,Boeing,non-Tech,1,87876,73.45
134289275101360,2022-10-28,eletrician,Siemens,non-Tech,3,71430,96.38
134289275101408,2022-07-02,trainee,Siemens,non-Tech,3,90623,87.66
134289275101456,2022-05-23,mechanic,Boeing,non-Tech,1,93015,67.49
134289275101504,2022-10-21,platform engineer,Apple,Tech,3,98799,69.1
134289275101552,2022-12-23,devops engineer,Apple,Tech,4,,87.38
134289275101600,2022-12-10,eletrician,Siemens,non-Tech,2,83908,73.32
134289275101648,2022-11-13,platform engineer,Apple,Tech,2,88994,96.47
134289275101696,2022-11-28,database engineer,Apple,Tech,3,60221,87.11
134289275101744,2022-10-17,devops engineer,Apple,Tech,1,84399,94.67
134289275101792,2022-11-19,eletrician,Siemens,non-Tech,3,71335,87.16
134289275101840,2022-05-30,trainee,Siemens,non-Tech,2,60525,60.93
134289275101888,2022-12-26,database engineer,Apple,Tech,3,76997,71.12
134289275101936,2022-09-22,devops engineer,Apple,Tech,1,76949,96.51
134289275101984,2022-11-30,platform engineer,Apple,Tech,1,64810,85.53
134289275102032,2022-09-10,trainee,Siemens,non-Tech,1,73346,81.03
134289275102080,2022-12-12,platform engineer,Apple,Tech,3,67866,74.58
134289275102128,2022-12-23,database engineer,Apple,Tech,2,88884,94.88
134289275102176,2022-04-28,mechanic,Boeing,non-Tech,,86449,96.89
134289275102224,2022-05-11,mechanic,Siemens,non-Tech,2,89150,69.23
134289275102272,2022-11-08,mechanic,Boeing,non-Tech,1,87465,74.02
134289275102320,2022-11-28,database engineer,Apple,Tech,2,82216,72.2
134289275102368,2022-11-23,trainee,Boeing,non-Tech,1,79245,61.98
134289275102416,2022-12-18,trainee,Boeing,non-Tech,1,69496,73.02
134289275102464,,platform engineer,Apple,Tech,1,95540,94.15
134289275102512,2022-06-22,database engineer,Apple,Tech,2,83580,83.06
134289275102560,2022-12-14,database engineer,Apple,Tech,1,77883,80.57
134289275102608,2022-10-20,designer,Boeing,non-Tech,,77291,64.13
134289275102656,2022-12-06,mechanic,Siemens,non-Tech,1,71854,66.88
134289275102704,2022-08-23,eletrician,Siemens,non-Tech,,79105,73.69
134289275102752,2022-07-15,platform engineer,Apple,Tech,1,77178,74.66
134289275102800,2022-05-30,trainee,Siemens,non-Tech,,79488,89.04
134289275102848,2022-06-01,designer,Boeing,non-Tech,2,76291,78.61
134289275102896,2022-11-30,mechanic,Boeing,non-Tech,1,84039,85.74
134289275102944,2022-11-19,trainee,Siemens,non-Tech,1,88359,84.36
134289275102992,2022-11-27,platform engineer,Apple,Tech,2,84965,86.02
134289275103040,2022-09-25,database engineer,Apple,Tech,2,66569,95.26
134289275103088,2022-09-02,devops engineer,Apple,Tech,2,93464,88.13
134289275103136,,trainee,Boeing,non-Tech,2,77859,64.52
134289275103184,2022-11-25,eletrician,Siemens,non-Tech,3,81818,75.93
134289275103232,2022-07-26,trainee,Siemens,non-Tech,1,99408,76.47
134289275103280,,mechanic,Siemens,non-Tech,1,98419,68.94
134289275103328,2022-11-20,mechanic,Boeing,non-Tech,1,62157,81.43
134289275103376,2022-10-01,trainee,Boeing,non-Tech,2,60140,80.67
134289275103424,2022-10-28,platform engineer,Apple,Tech,3,90427,82.16
134289275103472,2022-11-06,trainee,Boeing,non-Tech,2,95161,78.55
134289275103520,,trainee,Boeing,non-Tech,1,75228,81.92
134289275103568,2022-11-17,trainee,Siemens,non-Tech,2,98386,85.34
134289275103616,2022-09-07,platform engineer,Apple,Tech,1,85466,61.55
134289275103664,2022-09-13,trainee,Siemens,non-Tech,2,80773,
134289275103712,2022-12-20,devops engineer,Apple,Tech,1,76038,81.71
134289275103760,2022-12-20,mechanic,Boeing,non-Tech,3,62314,86.62
134289275103808,2022-10-19,mechanic,Boeing,non-Tech,2,83957,65.54
134289275103856,2022-09-05,database engineer,Apple,Tech,2,73960,73.96
134289275103904,2022-06-12,trainee,Boeing,non-Tech,2,65646,84.69
134289275103952,2022-08-22,platform engineer,Apple,Tech,1,89059,79.4
134289275104000,2022-12-18,trainee,Boeing,non-Tech,2,80944,81.89
134289275104048,2022-12-31,designer,Boeing,non-Tech,2,78583,97.86
134289275104096,2022-12-09,devops engineer,Apple,Tech,1,72483,84.55
134289275104144,2022-12-23,trainee,Boeing,non-Tech,4,95803,69.49
134289275104192,2022-11-22,platform engineer,Apple,Tech,1,79342,79.35
134289275104240,2022-09-21,platform engineer,Apple,Tech,2,80232,69.06
134289275104288,2022-11-20,trainee,Siemens,non-Tech,1,61237,69.43
134289275104336,2022-06-07,database engineer,Apple,Tech,1,79273,64.49
134289275104384,2022-09-15,eletrician,Siemens,non-Tech,2,81842,87.2
134289275104432,2022-08-17,mechanic,Siemens,non-Tech,1,65357,74.09
134289275104480,2022-08-20,designer,Boeing,non-Tech,1,66752,89.21
134289275104528,2022-08-05,platform engineer,Apple,Tech,3,99160,75.81
134289275104576,2022-08-25,platform engineer,Apple,Tech,2,83481,98.44
134289275104624,2022-10-12,database engineer,Apple,Tech,2,71472,63.17
134289275104672,2022-05-19,mechanic,Boeing,non-Tech,2,87035,94.45
134289275104720,2022-07-17,designer,Boeing,non-Tech,2,67846,93.03
134289275104768,2022-10-22,eletrician,Siemens,non-Tech,2,82807,80.6
134289275104816,2022-11-28,mechanic,Siemens,non-Tech,4,,78.8
134289275104864,2022-11-12,mechanic,Siemens,non-Tech,2,69937,80.32
134289275104912,2022-10-05,mechanic,Boeing,non-Tech,3,77702,87.14
134289275104960,2022-09-30,database engineer,Apple,Tech,2,70267,74.79
134289275105008,2022-07-14,trainee,Siemens,non-Tech,1,90654,93.44
134289275105056,2022-09-28,trainee,Siemens,non-Tech,1,81738,70.98
134289275105104,2022-10-14,mechanic,Boeing,non-Tech,2,95971,
134289275105152,2022-08-15,trainee,Boeing,non-Tech,3,79273,77.14
134289275105200,2022-05-30,devops engineer,Apple,Tech,3,80711,87.57
134289275105248,2022-11-29,platform engineer,Apple,Tech,4,77169,73.02
134289275105296,2022-08-30,trainee,Siemens,non-Tech,2,85426,68.03
134289275105344,2022-12-16,eletrician,Siemens,non-Tech,2,60552,
134289275105392,2022-12-16,mechanic,Boeing,non-Tech,2,71593,64.96
134289275105440,2022-07-20,trainee,Siemens,non-Tech,2,79997,75.25
134289275105488,2022-11-16,eletrician,Siemens,non-Tech,2,85478,
134289275105536,2022-11-03,mechanic,Boeing,non-Tech,1,85508,72.53
134289275105584,2022-12-30,database engineer,Apple,Tech,1,86439,63.94
134289275105632,2022-09-14,designer,Boeing,non-Tech,2,99121,78.15
134289275105680,2022-12-05,database engineer,Apple,Tech,2,91331,81.27
134289275105728,2022-11-08,eletrician,Siemens,non-Tech,3,98933,67.89
134289275105776,2022-05-09,mechanic,Siemens,non-Tech,1,90588,78.67
134289275105824,2022-11-18,mechanic,Siemens,non-Tech,1,89298,66.42
134289275105872,,platform engineer,Apple,Tech,2,60846,85.07
134289275105920,2022-09-07,eletrician,Siemens,non-Tech,1,74920,82.42
134289275105968,2022-07-07,mechanic,Siemens,non-Tech,2,89912,75.57
134289275106016,2022-08-02,designer,Boeing,non-Tech,,,82.71
134289275106064,2022-09-05,devops engineer,Apple,Tech,2,80991,94.08
134289275106112,,eletrician,Siemens,non-Tech,1,75978,75.03
134289275106160,2022-09-29,trainee,Boeing,non-Tech,1,99121,74.36
134289275106208,2022-06-10,designer,Boeing,non-Tech,2,64940,71.51
134289275106256,2022-12-31,designer,Boeing,non-Tech,3,88982,60.78
134289275106304,2022-12-23,mechanic,Siemens,non-Tech,3,86332,61.82
134289275106352,2022-10-15,devops engineer,Apple,Tech,3,64790,95.34
134289275106400,2022-12-10,designer,Boeing,non-Tech,,86848,76.29
134289275106448,2022-09-26,trainee,Boeing,non-Tech,1,89483,77.63
134289275106496,2022-10-16,designer,Boeing,non-Tech,2,89205,94.07
134289275106544,2022-09-23,eletrician,Siemens,non-Tech,1,75389,85.92
134289275106592,2022-10-17,trainee,Siemens,non-Tech,1,,74.93
134289275106640,2022-08-15,devops engineer,Apple,Tech,1,82375,
134289275106688,2022-06-22,devops engineer,Apple,Tech,2,65714,84.04
134289275106736,2022-09-21,devops engineer,Apple,Tech,2,79042,87.36
134289275106784,2022-10-13,mechanic,Boeing,non-Tech,4,88642,61.92
134289275106832,2022-09-29,mechanic,Boeing,non-Tech,3,70184,85.38
134289275106880,2022-12-06,designer,Boeing,non-Tech,2,76160,91.43
134289275106928,2022-11-23,devops engineer,Apple,Tech,,88294,60.23
134289275106976,2022-05-10,eletrician,Siemens,non-Tech,1,83291,73.05
134289275107024,2022-09-14,trainee,Siemens,non-Tech,2,75287,73.65
134289275107072,2022-10-19,trainee,Boeing,non-Tech,2,72094,89.8
134289275107120,2022-08-16,designer,Boeing,non-Tech,3,61347,74.74
134289275107168,2022-11-25,devops engineer,Apple,Tech,2,95180,78.31
134289275107216,2022-12-29,database engineer,Apple,Tech,1,90128,92.46
134289275107264,2022-09-24,platform engineer,Apple,Tech,2,61849,88.17
134289275107312,2022-04-23,mechanic,Siemens,non-Tech,3,80271,81.99
134289275107360,2022-10-09,trainee,Siemens,non-Tech,1,63946,94.18
134289275107408,2022-06-16,trainee,Siemens,non-Tech,2,76652,67.52
134289275107456,2022-04-30,mechanic,Siemens,non-Tech,3,98899,70.28
134289275107504,2022-06-24,devops engineer,Apple,Tech,2,84590,81.03
134289275107552,2022-09-25,trainee,Siemens,non-Tech,2,80907,95.64
134289275107600,2022-05-24,database engineer,Apple,Tech,1,75986,86.09
134289275107648,2022-07-15,platform engineer,Apple,Tech,1,95674,93.49
134289275107696,2022-12-27,designer,Boeing,non-Tech,1,64254,94.5
134289275107744,2022-09-29,platform engineer,Apple,Tech,3,81773,77.84
134289275107792,2022-06-21,mechanic,Boeing,non-Tech,4,84158,77.85
134289275107840,2022-09-13,mechanic,Boeing,non-Tech,2,86442,97.32
134289275107888,2022-09-13,designer,Boeing,non-Tech,3,89922,71.7
134289275107936,2022-08-07,trainee,Boeing,non-Tech,3,85039,79.34
134289275107984,2022-05-06,devops engineer,Apple,Tech,3,83498,72.94
134289275108032,2022-10-18,platform engineer,Apple,Tech,1,91876,89.62
134289275108080,2022-09-23,platform engineer,Apple,Tech,1,85283,76.73
134289275108128,2022-10-26,mechanic,Boeing,non-Tech,2,92852,97.9
134289275108176,2022-12-26,mechanic,Siemens,non-Tech,1,95529,77.12
134289275108224,2022-07-28,devops engineer,Apple,Tech,2,89242,71.06
134289275108272,2022-11-21,trainee,Siemens,non-Tech,2,68784,71.33
134289275108320,2022-12-31,platform engineer,Apple,Tech,2,86363,92.08
134289275108368,2022-07-22,mechanic,Siemens,non-Tech,2,75684,82.91
134289275108416,2022-12-24,database engineer,Apple,Tech,2,83515,68.25
134289275108464,2022-09-23,mechanic,Siemens,non-Tech,1,82812,92.78
134289275108512,2022-12-27,eletrician,Siemens,non-Tech,3,81308,75.74
134289275108560,2022-09-06,database engineer,Apple,Tech,1,95226,89.64
134289275108608,2022-10-17,designer,Boeing,non-Tech,3,92595,76.69
134289275108656,2022-10-10,mechanic,Siemens,non-Tech,1,,79.92
134289275108704,2022-06-06,trainee,Boeing,non-Tech,1,73085,
134289275108752,2022-10-28,mechanic,Boeing,non-Tech,2,73790,65.73
134289275108800,2022-10-24,designer,Boeing,non-Tech,3,86136,64.44
134289275108848,2022-10-23,trainee,Boeing,non-Tech,1,81245,91.11
134289275108896,2022-11-22,platform engineer,Apple,Tech,3,69726,94.24
134289275108944,2022-10-20,devops engineer,Apple,Tech,1,68856,96.08
134289275108992,2022-12-30,mechanic,Siemens,non-Tech,1,88991,87.21
134289275109040,2022-10-05,mechanic,Boeing,non-Tech,2,,70.15
134289275109088,2022-08-04,database engineer,Apple,Tech,1,68676,76.37
134289275109136,2022-08-15,trainee,Boeing,non-Tech,1,86504,66.29
134289275109184,2022-04-26,database engineer,Apple,Tech,2,85133,78.18
134289275109232,2022-12-24,trainee,Siemens,non-Tech,1,84595,86.08
134289275109280,2022-10-22,mechanic,Boeing,non-Tech,1,93170,90.9
134289275109328,2022-10-17,eletrician,Siemens,non-Tech,1,79968,74.32
134289275338816,2022-12-06,database engineer,Apple,Tech,1,91473,87.82
134289275338864,2022-11-21,devops engineer,Apple,Tech,1,77297,95.17
134289275338912,2022-11-11,database engineer,Apple,Tech,2,74346,86.43
134289275338960,,designer,Boeing,non-Tech,2,74183,78.46
134289275339008,2022-09-21,devops engineer,Apple,Tech,1,83278,85.85
134289275339056,2022-10-10,mechanic,Boeing,non-Tech,2,73357,65.18
134289275339104,2022-09-13,mechanic,Boeing,non-Tech,2,93211,77.91
134289275339152,2022-11-04,eletrician,Siemens,non-Tech,3,62674,80.38
134289275339200,2022-11-29,mechanic,Boeing,non-Tech,3,78871,89.52
134289275339248,2022-12-21,mechanic,Boeing,non-Tech,1,62983,80.93
134289275339296,2022-08-09,designer,Boeing,non-Tech,2,78369,87.25
134289275339344,2022-02-02,mechanic,Siemens,non-Tech,1,73725,81.2
134289275339392,2022-11-12,mechanic,Siemens,non-Tech,2,88453,83.68
